"Name","all_correct","combined-id","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","_tags","agent","code-retrieval","combined_id","command","environment","environtment","k","lookback","max-completion-tokens","memory","method","model-engine","model","name","parameters._tags","parameters.agent","parameters.agents","parameters.code-retrieval","parameters.code-retrievals","parameters.combined-ids","parameters.combined_ids","parameters.environment","parameters.environtment","parameters.k","parameters.lookback","parameters.max-completion-tokens","parameters.max-completion-tokenss","parameters.memory","parameters.memorys","parameters.model-engine","parameters.model-engines","parameters.model","parameters.reasoning-efforts","parameters.retrieval","parameters.retrievals","reasoning-effort","retrieval","agent_output","completion_tokens","compute_cost","compute_time","correct","correct_count","cost","experiment_description","func_ids","funcs_to_block","gold_output","losses","mode","paper_id","path","prompt_tokens","reasoning_tokens","refsol","split","step"
"fancy-sweep-23","true","2303.11932_13","","finished","-","","2303.11932_13, Full, MLAgentBench, ReAct, agent_architecture, gpt-4o","2025-04-15T23:08:16.000Z","590","ysw98o2v","agent_architecture","ReAct","","","","MLAgentBench","","","","","Full","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","{""Experiment 1"": {""IoU"": 0.001327886662879908}, ""Experiment 2"": {""IoU"": 0.001301486952378092}, ""Experiment 3"": {""IoU"": 0.001270785204724234}, ""Experiment 4"": {""IoU"": 0.001282722679090325}}","3494","0.213055","97","{'Experiment 1': True, 'Experiment 2': True, 'Experiment 3': True, 'Experiment 4': True}","4","","","","","{'Experiment 1': {'IoU': 0.0013228687362359965}, 'Experiment 2': {'IoU': 0.001294992995005883}, 'Experiment 3': {'IoU': 0.001260498017262972}, 'Experiment 4': {'IoU': 0.0012804952784324249}}","{'Experiment 1': 0.003793215839531587, 'Experiment 2': 0.005014666023100428, 'Experiment 3': 0.008161208760644911, 'Experiment 4': 0.0017394836946426717}","","","","109390","","","","4"
"charmed-sweep-31","true","2205.00048_1","","finished","-","","2205.00048_1, Full, MLAgentBench, ReAct, agent_architecture, gpt-4o","2025-04-15T23:28:39.000Z","539","ysw98o2v","agent_architecture","ReAct","","","","MLAgentBench","","","","","Full","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","{""Experiment 1"": {""IIF"": [0.00022957766970338144], ""IGF"": [6.531420796327108e-06], ""GIF"": [1.5155270864260923e-05], ""GGF"": [5.865956097793335e-07], ""AIF"": [1.3747849386984705e-05], ""AGF"": [3.417965144382433e-07], ""IID"": [0.00012941373053020611], ""IGD"": [2.6309788544084347e-06], ""GID"": [2.9055386641092446e-05], ""GGD"": [1.5267569462768894e-06], ""AID"": [2.832898259643734e-05], ""AGD"": [1.471852226331411e-06], ""IIR"": [3.843119017823239e-06], ""IGR"": [8.527492939359041e-07], ""GIR"": [1.9742164624446923e-05], ""GGR"": [1.501924858720956e-06], ""AIR"": [2.031354493845111e-05], ""AGR"": [1.693986814130217e-06]}, ""Experiment 2"": {""IIF"": [0.00022957766970338144], ""IGF"": [6.531420796327108e-06], ""GIF"": [1.7013274276116187e-05], ""GGF"": [6.076624364512684e-07], ""AIF"": [1.3747849386984705e-05], ""AGF"": [3.417965144382433e-07], ""IID"": [0.00012941373053020611], ""IGD"": [2.6309788544084347e-06], ""GID"": [3.0067999447094528e-05], ""GGD"": [1.4998125126298506e-06], ""AID"": [2.832898259643734e-05], ""AGD"": [1.471852226331411e-06], ""IIR"": [3.843119017823239e-06], ""IGR"": [8.527492939359041e-07], ""GIR"": [1.9274343908753687e-05], ""GGR"": [1.6062016369437721e-06], ""AIR"": [2.031354493845111e-05], ""AGR"": [1.693986814130217e-06]}, ""Experiment 3"": {""IIF"": [0.00022484007768105817], ""IGF"": [3.082074136416555e-06], ""GIF"": [9.181278104732387e-07], ""GGF"": [7.469683296964291e-08], ""AIF"": [7.250710559713114e-07], ""AGF"": [6.663700948973803e-08], ""IID"": [0.00012968000016872448], ""IGD"": [3.569623602862792e-06], ""GID"": [8.174601999868197e-06], ""GGD"": [8.250136749057006e-07], ""AID"": [7.978072339059405e-06], ""AGD"": [8.621028003209006e-07], ""IIR"": [8.846980678664919e-06], ""IGR"": [5.240740702300814e-06], ""GIR"": [1.309852303701036e-05], ""GGR"": [1.3120803641594582e-06], ""AIR"": [1.298541301208657e-05], ""AGR"": [1.3593968930682123e-06]}, ""Experiment 4"": {""IIF"": [0.00022484007768105817], ""IGF"": [3.082074136416555e-06], ""GIF"": [1.3634435504785814e-06], ""GGF"": [7.798720588589249e-08], ""AIF"": [7.250710559713114e-07], ""AGF"": [6.663700948973803e-08], ""IID"": [0.00012968000016872448], ""IGD"": [3.569623602862792e-06], ""GID"": [8.315038120896211e-06], ""GGD"": [9.70671953612065e-07], ""AID"": [7.978072339059405e-06], ""AGD"": [8.621028003209006e-07], ""IIR"": [8.846980678664919e-06], ""IGR"": [5.240740702300814e-06], ""GIR"": [1.3171213308192974e-05], ""GGR"": [1.6067363084913638e-06], ""AIR"": [1.298541301208657e-05], ""AGR"": [1.3593968930682123e-06]}}","5856","0.34455750000000007","491","{'Experiment 1': True, 'Experiment 2': True, 'Experiment 3': True, 'Experiment 4': True}","4","","","","","{'Experiment 1': {'IIF': [0.00022957766970338144], 'IGF': [6.531420796327108e-06], 'GIF': [1.5155270864260923e-05], 'GGF': [5.865956097793335e-07], 'AIF': [1.3747849386984705e-05], 'AGF': [3.417965144382433e-07], 'IID': [0.00012941373053020611], 'IGD': [2.6309788544084347e-06], 'GID': [2.9055386641092446e-05], 'GGD': [1.5267569462768894e-06], 'AID': [2.832898259643734e-05], 'AGD': [1.471852226331411e-06], 'IIR': [3.843119017823239e-06], 'IGR': [8.527492939359041e-07], 'GIR': [1.9742164624446923e-05], 'GGR': [1.501924858720956e-06], 'AIR': [2.031354493845111e-05], 'AGR': [1.693986814130217e-06]}, 'Experiment 2': {'IIF': [0.00022957766970338144], 'IGF': [6.531420796327108e-06], 'GIF': [1.7013274276116187e-05], 'GGF': [6.076624364512684e-07], 'AIF': [1.3747849386984705e-05], 'AGF': [3.417965144382433e-07], 'IID': [0.00012941373053020611], 'IGD': [2.6309788544084347e-06], 'GID': [3.0067999447094528e-05], 'GGD': [1.4998125126298506e-06], 'AID': [2.832898259643734e-05], 'AGD': [1.471852226331411e-06], 'IIR': [3.843119017823239e-06], 'IGR': [8.527492939359041e-07], 'GIR': [1.9274343908753687e-05], 'GGR': [1.6062016369437721e-06], 'AIR': [2.031354493845111e-05], 'AGR': [1.693986814130217e-06]}, 'Experiment 3': {'IIF': [0.00022484007768105817], 'IGF': [3.082074136416555e-06], 'GIF': [9.181278104732387e-07], 'GGF': [7.469683296964291e-08], 'AIF': [7.250710559713114e-07], 'AGF': [6.663700948973803e-08], 'IID': [0.00012968000016872448], 'IGD': [3.569623602862792e-06], 'GID': [8.174601999868197e-06], 'GGD': [8.250136749057006e-07], 'AID': [7.978072339059405e-06], 'AGD': [8.621028003209006e-07], 'IIR': [8.846980678664919e-06], 'IGR': [5.240740702300814e-06], 'GIR': [1.309852303701036e-05], 'GGR': [1.3120803641594582e-06], 'AIR': [1.298541301208657e-05], 'AGR': [1.3593968930682123e-06]}, 'Experiment 4': {'IIF': [0.00022484007768105817], 'IGF': [3.082074136416555e-06], 'GIF': [1.3634435504785814e-06], 'GGF': [7.798720588589249e-08], 'AIF': [7.250710559713114e-07], 'AGF': [6.663700948973803e-08], 'IID': [0.00012968000016872448], 'IGD': [3.569623602862792e-06], 'GID': [8.315038120896211e-06], 'GGD': [9.70671953612065e-07], 'AID': [7.978072339059405e-06], 'AGD': [8.621028003209006e-07], 'IIR': [8.846980678664919e-06], 'IGR': [5.240740702300814e-06], 'GIR': [1.3171213308192974e-05], 'GGR': [1.6067363084913638e-06], 'AIR': [1.298541301208657e-05], 'AGR': [1.3593968930682123e-06]}}","{'Experiment 1': 0.0, 'Experiment 2': 0.0, 'Experiment 3': 0.0, 'Experiment 4': 0.0}","","","","175903","","","","5"
"daily-sweep-27","true","2110.03485_2","","finished","-","","2110.03485_2, Full, MLAgentBench, ReAct, agent_architecture, gpt-4o","2025-04-15T23:18:13.000Z","1055","ysw98o2v","agent_architecture","ReAct","","","","MLAgentBench","","","","","Full","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","{""Experiment 1"": {""last_distortion_loss"": 0.000499261892400682}, ""Experiment 2"": {""last_distortion_loss"": 0.00036499922862276435}, ""Experiment 3"": {""last_distortion_loss"": 0.0005185372428968549}, ""Experiment 4"": {""last_sparsity_loss"": 0.01838984340429306}, ""Experiment 5"": {""last_sparsity_loss"": 0.03278161212801933}, ""Experiment 6"": {""last_sparsity_loss"": 0.012362958863377571}}","5213","0.4503450000000001","995","{'Experiment 1': True, 'Experiment 2': True, 'Experiment 3': True, 'Experiment 4': True, 'Experiment 5': True, 'Experiment 6': True}","6","","","","","{'Experiment 1': {'last_distortion_loss': 0.000499261892400682}, 'Experiment 2': {'last_distortion_loss': 0.00036499922862276435}, 'Experiment 3': {'last_distortion_loss': 0.0005185372428968549}, 'Experiment 4': {'last_sparsity_loss': 0.01838984340429306}, 'Experiment 5': {'last_sparsity_loss': 0.03278161212801933}, 'Experiment 6': {'last_sparsity_loss': 0.012362958863377571}}","{'Experiment 1': 0.0, 'Experiment 2': 0.0, 'Experiment 3': 0.0, 'Experiment 4': 0.0, 'Experiment 5': 0.0, 'Experiment 6': 0.0}","","","","254710","","","","7"
"earthy-sweep-22","true","2303.11932_12","","finished","-","","2303.11932_12, Full, MLAgentBench, ReAct, agent_architecture, gpt-4o","2025-04-15T23:07:24.000Z","511","ysw98o2v","agent_architecture","ReAct","","","","MLAgentBench","","","","","Full","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","{""Experiment 1"": {""IoU"": 0.09077735669954844}, ""Experiment 2"": {""IoU"": 0.09092435598752975}, ""Experiment 3"": {""IoU"": 0.09118840893834437}, ""Experiment 4"": {""IoU"": 0.09111101881724328}}","3651","0.21632250000000003","407","{'Experiment 1': True, 'Experiment 2': True, 'Experiment 3': True, 'Experiment 4': True}","4","","","","","{'Experiment 1': {'IoU': 0.09065141693255822}, 'Experiment 2': {'IoU': 0.09061482887766313}, 'Experiment 3': {'IoU': 0.09164573186628844}, 'Experiment 4': {'IoU': 0.09111485122946014}}","{'Experiment 1': 0.001389275217660504, 'Experiment 2': 0.003415854929048144, 'Experiment 3': 0.004990117036888322, 'Experiment 4': 4.206133429571906e-05}","","","","110261","","","","4"
"lunar-sweep-21","true","2303.11932_11","","finished","-","","2303.11932_11, Full, MLAgentBench, ReAct, agent_architecture, gpt-4o","2025-04-15T23:05:21.000Z","637","ysw98o2v","agent_architecture","ReAct","","","","MLAgentBench","","","","","Full","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","{""Experiment 1"": {""IoU"": 0.09076010234361885}, ""Experiment 2"": {""IoU"": 0.09094709872137266}, ""Experiment 3"": {""IoU"": 0.09110098456870055}, ""Experiment 4"": {""IoU"": 0.09112343049288868}}","4011","0.2296775000000001","464","{'Experiment 1': True, 'Experiment 2': True, 'Experiment 3': True, 'Experiment 4': True}","4","","","","","{'Experiment 1': {'IoU': 0.09065141693255822}, 'Experiment 2': {'IoU': 0.09061482887766313}, 'Experiment 3': {'IoU': 0.09164573186628844}, 'Experiment 4': {'IoU': 0.09111485122946014}}","{'Experiment 1': 0.0011989378074640105, 'Experiment 2': 0.0036668374020561068, 'Experiment 3': 0.0059440552930787, 'Experiment 4': 9.415878216089993e-05}","","","","117043","","","","5"
"twilight-sweep-32","true","2205.00048_2","","finished","-","","2205.00048_2, Full, MLAgentBench, ReAct, agent_architecture, gpt-4o","2025-04-15T23:35:55.000Z","649","ysw98o2v","agent_architecture","ReAct","","","","MLAgentBench","","","","","Full","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","{""Experiment 1"": {""IIF"": [0.00022957766970338144], ""IGF"": [6.531420796327108e-06], ""GIF"": [1.5155270864260923e-05], ""GGF"": [5.865956097793335e-07], ""AIF"": [1.3747849386984705e-05], ""AGF"": [3.417965144382433e-07], ""IID"": [0.00012941373053020611], ""IGD"": [2.6309788544084347e-06], ""GID"": [2.9055386641092446e-05], ""GGD"": [1.5267569462768894e-06], ""AID"": [2.832898259643734e-05], ""AGD"": [1.471852226331411e-06], ""IIR"": [3.843119017823239e-06], ""IGR"": [8.52749293935904e-07], ""GIR"": [1.9742164624446923e-05], ""GGR"": [1.501924858720956e-06], ""AIR"": [2.031354493845111e-05], ""AGR"": [1.693986814130217e-06]}, ""Experiment 2"": {""IIF"": [0.00022957766970338144], ""IGF"": [6.531420796327108e-06], ""GIF"": [1.7013274276116187e-05], ""GGF"": [6.076624364512684e-07], ""AIF"": [1.3747849386984705e-05], ""AGF"": [3.417965144382433e-07], ""IID"": [0.00012941373053020611], ""IGD"": [2.6309788544084347e-06], ""GID"": [3.0067999447094528e-05], ""GGD"": [1.4998125126298506e-06], ""AID"": [2.832898259643734e-05], ""AGD"": [1.471852226331411e-06], ""IIR"": [3.843119017823239e-06], ""IGR"": [8.52749293935904e-07], ""GIR"": [1.9274343908753687e-05], ""GGR"": [1.6062016369437721e-06], ""AIR"": [2.031354493845111e-05], ""AGR"": [1.693986814130217e-06]}, ""Experiment 3"": {""IIF"": [0.00022484007768105817], ""IGF"": [3.082074136416555e-06], ""GIF"": [9.181278104732387e-07], ""GGF"": [7.469683296964291e-08], ""AIF"": [7.250710559713114e-07], ""AGF"": [6.663700948973803e-08], ""IID"": [0.00012968000016872448], ""IGD"": [3.569623602862792e-06], ""GID"": [8.174601999868197e-06], ""GGD"": [8.250136749057006e-07], ""AID"": [7.978072339059405e-06], ""AGD"": [8.621028003209006e-07], ""IIR"": [8.846980678664919e-06], ""IGR"": [5.2407407023008146e-06], ""GIR"": [1.309852303701036e-05], ""GGR"": [1.3120803641594582e-06], ""AIR"": [1.298541301208657e-05], ""AGR"": [1.3593968930682123e-06]}, ""Experiment 4"": {""IIF"": [0.00022484007768105817], ""IGF"": [3.082074136416555e-06], ""GIF"": [1.3634435504785814e-06], ""GGF"": [7.798720588589249e-08], ""AIF"": [7.250710559713114e-07], ""AGF"": [6.663700948973803e-08], ""IID"": [0.00012968000016872448], ""IGD"": [3.569623602862792e-06], ""GID"": [8.315038120896211e-06], ""GGD"": [9.70671953612065e-07], ""AID"": [7.978072339059405e-06], ""AGD"": [8.621028003209006e-07], ""IIR"": [8.846980678664919e-06], ""IGR"": [5.2407407023008146e-06], ""GIR"": [1.3171213308192974e-05], ""GGR"": [1.6067363084913638e-06], ""AIR"": [1.298541301208657e-05], ""AGR"": [1.3593968930682123e-06]}}","5206","0.37140000000000006","598","{'Experiment 1': True, 'Experiment 2': True, 'Experiment 3': True, 'Experiment 4': True}","4","","","","","{'Experiment 1': {'IIF': [0.00022957766970338144], 'IGF': [6.531420796327108e-06], 'GIF': [1.5155270864260923e-05], 'GGF': [5.865956097793335e-07], 'AIF': [1.3747849386984705e-05], 'AGF': [3.417965144382433e-07], 'IID': [0.00012941373053020611], 'IGD': [2.6309788544084347e-06], 'GID': [2.9055386641092446e-05], 'GGD': [1.5267569462768894e-06], 'AID': [2.832898259643734e-05], 'AGD': [1.471852226331411e-06], 'IIR': [3.843119017823239e-06], 'IGR': [8.527492939359041e-07], 'GIR': [1.9742164624446923e-05], 'GGR': [1.501924858720956e-06], 'AIR': [2.031354493845111e-05], 'AGR': [1.693986814130217e-06]}, 'Experiment 2': {'IIF': [0.00022957766970338144], 'IGF': [6.531420796327108e-06], 'GIF': [1.7013274276116187e-05], 'GGF': [6.076624364512684e-07], 'AIF': [1.3747849386984705e-05], 'AGF': [3.417965144382433e-07], 'IID': [0.00012941373053020611], 'IGD': [2.6309788544084347e-06], 'GID': [3.0067999447094528e-05], 'GGD': [1.4998125126298506e-06], 'AID': [2.832898259643734e-05], 'AGD': [1.471852226331411e-06], 'IIR': [3.843119017823239e-06], 'IGR': [8.527492939359041e-07], 'GIR': [1.9274343908753687e-05], 'GGR': [1.6062016369437721e-06], 'AIR': [2.031354493845111e-05], 'AGR': [1.693986814130217e-06]}, 'Experiment 3': {'IIF': [0.00022484007768105817], 'IGF': [3.082074136416555e-06], 'GIF': [9.181278104732387e-07], 'GGF': [7.469683296964291e-08], 'AIF': [7.250710559713114e-07], 'AGF': [6.663700948973803e-08], 'IID': [0.00012968000016872448], 'IGD': [3.569623602862792e-06], 'GID': [8.174601999868197e-06], 'GGD': [8.250136749057006e-07], 'AID': [7.978072339059405e-06], 'AGD': [8.621028003209006e-07], 'IIR': [8.846980678664919e-06], 'IGR': [5.240740702300814e-06], 'GIR': [1.309852303701036e-05], 'GGR': [1.3120803641594582e-06], 'AIR': [1.298541301208657e-05], 'AGR': [1.3593968930682123e-06]}, 'Experiment 4': {'IIF': [0.00022484007768105817], 'IGF': [3.082074136416555e-06], 'GIF': [1.3634435504785814e-06], 'GGF': [7.798720588589249e-08], 'AIF': [7.250710559713114e-07], 'AGF': [6.663700948973803e-08], 'IID': [0.00012968000016872448], 'IGD': [3.569623602862792e-06], 'GID': [8.315038120896211e-06], 'GGD': [9.70671953612065e-07], 'AID': [7.978072339059405e-06], 'AGD': [8.621028003209006e-07], 'IIR': [8.846980678664919e-06], 'IGR': [5.240740702300814e-06], 'GIR': [1.3171213308192974e-05], 'GGR': [1.6067363084913638e-06], 'AIR': [1.298541301208657e-05], 'AGR': [1.3593968930682123e-06]}}","{'Experiment 1': 6.897892835152153e-18, 'Experiment 2': 6.897892835152153e-18, 'Experiment 3': 8.979147916612798e-18, 'Experiment 4': 8.979147916612798e-18}","","","","205560","","","","5"
"kind-sweep-4","false","2309.05569_3","","finished","-","","2309.05569_3, Full, MLAgentBench, ReAct, agent_architecture, gpt-4o","2025-04-15T22:03:49.000Z","394","ysw98o2v","agent_architecture","ReAct","","","","MLAgentBench","","","","","Full","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","Agent did not provide a valid action response","9194","1.0138950000000002","257","Got parsing error","0","","","","","{'Experiment 1': {'total loss': 0.79258}, 'Experiment 2': {'total loss': 0.76919}, 'Experiment 3': {'total loss': 0.59815}, 'Experiment 4': {'total loss': 0.78735}, 'Experiment 5': {'total loss': 0.72689}, 'Experiment 6': {'total loss': 0.74395}, 'Experiment 7': {'total loss': 0.78478}, 'Experiment 8': {'total loss': 0.78478}, 'Experiment 9': {'total loss': 0.87189}, 'Experiment 10': {'total loss': 0.75746}}","Got parsing error","","","","624974","","","","14"
"daily-sweep-29","false","2110.03485_4","","finished","-","","2110.03485_4, Full, MLAgentBench, ReAct, agent_architecture, gpt-4o","2025-04-15T23:22:40.000Z","354","ysw98o2v","agent_architecture","ReAct","","","","MLAgentBench","","","","","Full","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","Agent did not provide a valid action response","16099","1.0324875000000002","247","Got parsing error","0","","","","","{'Experiment 1': {'last_distortion_loss': 0.000499261892400682}, 'Experiment 2': {'last_distortion_loss': 0.00036499922862276435}, 'Experiment 3': {'last_distortion_loss': 0.0005185372428968549}, 'Experiment 4': {'last_sparsity_loss': 0.01838984340429306}, 'Experiment 5': {'last_sparsity_loss': 0.03278161212801933}, 'Experiment 6': {'last_sparsity_loss': 0.012362958863377571}}","Got parsing error","","","","587319","","","","15"
"effortless-sweep-35","false","2205.00048_5","","finished","-","","2205.00048_5, Full, MLAgentBench, ReAct, agent_architecture, gpt-4o","2025-04-15T23:42:27.000Z","546","ysw98o2v","agent_architecture","ReAct","","","","MLAgentBench","","","","","Full","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","{""Experiment 1"": {""IIF"": [0.00022957766970338144], ""IGF"": [6.531420796327108e-06], ""GIF"": [1.5155270864260923e-05], ""GGF"": [5.865956097793335e-07], ""AIF"": [1.3747849386984705e-05], ""AGF"": [4.478115244167846], ""IID"": [0.00012941373053020611], ""IGD"": [2.6309788544084347e-06], ""GID"": [2.9055386641092446e-05], ""GGD"": [1.5267569462768894e-06], ""AID"": [2.832898259643734e-05], ""AGD"": [1.5530304881699924e-07], ""IIR"": [3.843119017823239e-06], ""IGR"": [8.527492939359041e-07], ""GIR"": [1.9742164624446923e-05], ""GGR"": [1.501924858720956e-06], ""AIR"": [2.031354493845111e-05], ""AGR"": [4.478115088864797]}, ""Experiment 2"": {""IIF"": [0.00022957766970338144], ""IGF"": [6.531420796327108e-06], ""GIF"": [1.7013274276116187e-05], ""GGF"": [6.076624364512684e-07], ""AIF"": [1.3747849386984705e-05], ""AGF"": [4.478115244167846], ""IID"": [0.00012941373053020611], ""IGD"": [2.6309788544084347e-06], ""GID"": [3.0067999447094528e-05], ""GGD"": [1.4998125126298506e-06], ""AID"": [2.832898259643734e-05], ""AGD"": [1.5530304881699924e-07], ""IIR"": [3.843119017823239e-06], ""IGR"": [8.527492939359041e-07], ""GIR"": [1.9274343908753687e-05], ""GGR"": [1.6062016369437721e-06], ""AIR"": [2.031354493845111e-05], ""AGR"": [4.478115088864797]}, ""Experiment 3"": {""IIF"": [0.00022484007768105817], ""IGF"": [3.082074136416555e-06], ""GIF"": [9.181278104732387e-07], ""GGF"": [7.469683296964291e-08], ""AIF"": [7.250710559713114e-07], ""AGF"": [3.3942779756018706], ""IID"": [0.00012968000016872448], ""IGD"": [3.569623602862792e-06], ""GID"": [8.174601999868197e-06], ""GGD"": [8.250136749057006e-07], ""AID"": [7.978072339059405e-06], ""AGD"": [9.34804168854275e-09], ""IIR"": [8.846980678664919e-06], ""IGR"": [5.240740702300814e-06], ""GIR"": [1.309852303701036e-05], ""GGR"": [1.3120803641594582e-06], ""AIR"": [1.298541301208657e-05], ""AGR"": [3.3942779662538287]}, ""Experiment 4"": {""IIF"": [0.00022484007768105817], ""IGF"": [3.082074136416555e-06], ""GIF"": [1.3634435504785814e-06], ""GGF"": [7.798720588589249e-08], ""AIF"": [7.250710559713114e-07], ""AGF"": [3.3942779756018706], ""IID"": [0.00012968000016872448], ""IGD"": [3.569623602862792e-06], ""GID"": [8.315038120896211e-06], ""GGD"": [9.70671953612065e-07], ""AID"": [7.978072339059405e-06], ""AGD"": [9.34804168854275e-09], ""IIR"": [8.846980678664919e-06], ""IGR"": [5.240740702300814e-06], ""GIR"": [1.3171213308192974e-05], ""GGR"": [1.6067363084913638e-06], ""AIR"": [1.298541301208657e-05], ""AGR"": [3.3942779662538287]}}","5759","0.33604","489","{'Experiment 1': False, 'Experiment 2': False, 'Experiment 3': False, 'Experiment 4': False}","0","","","","","{'Experiment 1': {'IIF': [0.00022957766970338144], 'IGF': [6.531420796327108e-06], 'GIF': [1.5155270864260923e-05], 'GGF': [5.865956097793335e-07], 'AIF': [1.3747849386984705e-05], 'AGF': [3.417965144382433e-07], 'IID': [0.00012941373053020611], 'IGD': [2.6309788544084347e-06], 'GID': [2.9055386641092446e-05], 'GGD': [1.5267569462768894e-06], 'AID': [2.832898259643734e-05], 'AGD': [1.471852226331411e-06], 'IIR': [3.843119017823239e-06], 'IGR': [8.527492939359041e-07], 'GIR': [1.9742164624446923e-05], 'GGR': [1.501924858720956e-06], 'AIR': [2.031354493845111e-05], 'AGR': [1.693986814130217e-06]}, 'Experiment 2': {'IIF': [0.00022957766970338144], 'IGF': [6.531420796327108e-06], 'GIF': [1.7013274276116187e-05], 'GGF': [6.076624364512684e-07], 'AIF': [1.3747849386984705e-05], 'AGF': [3.417965144382433e-07], 'IID': [0.00012941373053020611], 'IGD': [2.6309788544084347e-06], 'GID': [3.0067999447094528e-05], 'GGD': [1.4998125126298506e-06], 'AID': [2.832898259643734e-05], 'AGD': [1.471852226331411e-06], 'IIR': [3.843119017823239e-06], 'IGR': [8.527492939359041e-07], 'GIR': [1.9274343908753687e-05], 'GGR': [1.6062016369437721e-06], 'AIR': [2.031354493845111e-05], 'AGR': [1.693986814130217e-06]}, 'Experiment 3': {'IIF': [0.00022484007768105817], 'IGF': [3.082074136416555e-06], 'GIF': [9.181278104732387e-07], 'GGF': [7.469683296964291e-08], 'AIF': [7.250710559713114e-07], 'AGF': [6.663700948973803e-08], 'IID': [0.00012968000016872448], 'IGD': [3.569623602862792e-06], 'GID': [8.174601999868197e-06], 'GGD': [8.250136749057006e-07], 'AID': [7.978072339059405e-06], 'AGD': [8.621028003209006e-07], 'IIR': [8.846980678664919e-06], 'IGR': [5.240740702300814e-06], 'GIR': [1.309852303701036e-05], 'GGR': [1.3120803641594582e-06], 'AIR': [1.298541301208657e-05], 'AGR': [1.3593968930682123e-06]}, 'Experiment 4': {'IIF': [0.00022484007768105817], 'IGF': [3.082074136416555e-06], 'GIF': [1.3634435504785814e-06], 'GGF': [7.798720588589249e-08], 'AIF': [7.250710559713114e-07], 'AGF': [6.663700948973803e-08], 'IID': [0.00012968000016872448], 'IGD': [3.569623602862792e-06], 'GID': [8.315038120896211e-06], 'GGD': [9.70671953612065e-07], 'AID': [7.978072339059405e-06], 'AGD': [8.621028003209006e-07], 'IIR': [8.846980678664919e-06], 'IGR': [5.240740702300814e-06], 'GIR': [1.3171213308192974e-05], 'GGR': [1.6067363084913638e-06], 'AIR': [1.298541301208657e-05], 'AGR': [1.3593968930682123e-06]}}","{'Experiment 1': 874735.2464494932, 'Experiment 2': 874735.2464494932, 'Experiment 3': 2968540.4534152034, 'Experiment 4': 2968540.4534152034}","","","","169940","","","","4"
"peach-sweep-5","false","2309.05569_4","","finished","-","","2309.05569_4, Full, MLAgentBench, ReAct, agent_architecture, gpt-4o","2025-04-15T22:07:22.000Z","571","ysw98o2v","agent_architecture","ReAct","","","","MLAgentBench","","","","","Full","","gpt-4o","","","","","","","","","","","","","","","","","","","","","","","","","","{""Experiment 1"": {""total loss"": 1.77608}, ""Experiment 2"": {""total loss"": 1.75060}, ""Experiment 3"": {""total loss"": 2.86541}, ""Experiment 4"": {""total loss"": 2.36355}, ""Experiment 5"": {""total loss"": 3.48343}, ""Experiment 6"": {""total loss"": 4.02804}, ""Experiment 7"": {""total loss"": 2.86481}, ""Experiment 8"": {""total loss"": 2.86481}, ""Experiment 9"": {""total loss"": 1.77679}, ""Experiment 10"": {""total loss"": 3.28978}}","11424","0.6409275","482","{'Experiment 1': False, 'Experiment 2': False, 'Experiment 3': False, 'Experiment 4': False, 'Experiment 5': False, 'Experiment 6': False, 'Experiment 7': False, 'Experiment 8': False, 'Experiment 9': False, 'Experiment 10': False}","0","","","","","{'Experiment 1': {'total loss': 0.79258}, 'Experiment 2': {'total loss': 0.76919}, 'Experiment 3': {'total loss': 0.59815}, 'Experiment 4': {'total loss': 0.78735}, 'Experiment 5': {'total loss': 0.72689}, 'Experiment 6': {'total loss': 0.74395}, 'Experiment 7': {'total loss': 0.78478}, 'Experiment 8': {'total loss': 0.78478}, 'Experiment 9': {'total loss': 0.87189}, 'Experiment 10': {'total loss': 0.75746}}","{'Experiment 1': 1.240884200963941, 'Experiment 2': 1.2759006227330048, 'Experiment 3': 3.790453899523531, 'Experiment 4': 2.0019051247856736, 'Experiment 5': 3.7922381653345067, 'Experiment 6': 4.414396128772095, 'Experiment 7': 2.650462550014016, 'Experiment 8': 2.650462550014016, 'Experiment 9': 1.0378602805399764, 'Experiment 10': 3.3431732368705935}","","","","317171","","","","8"
